,Feature,T-Statistic,P-Value,Corrected P-Value
1891,Cytoplasm_Texture_Correlation_RNA_3_01_256,6.837635004009526,8.60844282275829e-07,2.0836846217138013e-05
1892,Cytoplasm_Texture_Correlation_RNA_3_02_256,8.681283229033511,1.0767535805555693e-08,5.775314659343508e-07
1893,Cytoplasm_Texture_Correlation_RNA_3_03_256,7.700583132325667,1.4745292754548436e-07,5.155391244553231e-06
1894,Cytoplasm_Texture_Correlation_RNA_5_00_256,5.388712423864049,3.950522490570733e-05,0.0004493124374817797
1896,Cytoplasm_Texture_Correlation_RNA_5_02_256,5.185953406819213,3.815011835666539e-05,0.00043919160644746496
2091,Cytoplasm_Texture_InfoMeas1_DNA_10_01_256,3.308892690277157,0.0037463338636947703,0.02092626726229505
2093,Cytoplasm_Texture_InfoMeas1_DNA_10_03_256,3.557617045354183,0.0019965636822723933,0.012416048195422524
2102,Cytoplasm_Texture_InfoMeas1_ER_10_00_256,-3.5747360984438195,0.0016064164714068116,0.010260197219269488
2114,Cytoplasm_Texture_InfoMeas1_Mito_10_00_256,-4.900125112167769,7.363269858502238e-05,0.0007810030052164172
2115,Cytoplasm_Texture_InfoMeas1_Mito_10_01_256,-2.8720422915347754,0.00988786309103145,0.04644816520656701
2116,Cytoplasm_Texture_InfoMeas1_Mito_10_02_256,-4.307852511841788,0.0003438714255592096,0.0028129516960822692
2119,Cytoplasm_Texture_InfoMeas1_Mito_3_01_256,-2.870552305085312,0.008831024582858123,0.0422985050213633
2121,Cytoplasm_Texture_InfoMeas1_Mito_3_03_256,-2.799508102560524,0.010993658532780096,0.049913216979137406
2122,Cytoplasm_Texture_InfoMeas1_Mito_5_00_256,-3.1474366217478718,0.004604818056333803,0.02472666806131462
2123,Cytoplasm_Texture_InfoMeas1_Mito_5_01_256,-3.9383657630560647,0.0006556923042121041,0.004875508026945611
2124,Cytoplasm_Texture_InfoMeas1_Mito_5_02_256,-2.963287507431387,0.007447719906537286,0.03719919360725502
2125,Cytoplasm_Texture_InfoMeas1_Mito_5_03_256,-4.014369580282746,0.0006457925377347475,0.004823007560297482
2126,Cytoplasm_Texture_InfoMeas1_RNA_10_00_256,-3.6516724252501094,0.0019119061874683912,0.011952579079272592
2127,Cytoplasm_Texture_InfoMeas1_RNA_10_01_256,-4.12710477878123,0.001577935141874401,0.010119366670716267
2128,Cytoplasm_Texture_InfoMeas1_RNA_10_02_256,-3.0551323504492274,0.006121466495802592,0.03143995849857262
2129,Cytoplasm_Texture_InfoMeas1_RNA_10_03_256,-3.3375073348375066,0.00713607355474469,0.03582128257181153
2140,Cytoplasm_Texture_InfoMeas2_AGP_10_02_256,3.182510670353756,0.005687074796693074,0.029595361676285896
2142,Cytoplasm_Texture_InfoMeas2_AGP_3_00_256,4.259039177516811,0.00031787850371924395,0.002636883194296716
2143,Cytoplasm_Texture_InfoMeas2_AGP_3_01_256,4.645438429336433,0.00025587896730919896,0.0021839940790224577
2144,Cytoplasm_Texture_InfoMeas2_AGP_3_02_256,4.120969317453409,0.0006444165506023239,0.004820358349988858
2145,Cytoplasm_Texture_InfoMeas2_AGP_3_03_256,4.045867588198761,0.0008180193836991781,0.005798107265641248
2146,Cytoplasm_Texture_InfoMeas2_AGP_5_00_256,4.046582117933512,0.000701049190660849,0.0051143001235227315
2147,Cytoplasm_Texture_InfoMeas2_AGP_5_01_256,4.070722860019118,0.0009335856028486444,0.006480182419772943
2148,Cytoplasm_Texture_InfoMeas2_AGP_5_02_256,4.159664243078075,0.0008587671528099396,0.0060498223302431564
2149,Cytoplasm_Texture_InfoMeas2_AGP_5_03_256,3.1327870427244613,0.006164240268211321,0.03159089475131101
2166,Cytoplasm_Texture_InfoMeas2_ER_3_00_256,3.350575612039542,0.0035129673867625414,0.01995203719759936
2167,Cytoplasm_Texture_InfoMeas2_ER_3_01_256,3.2686207137628176,0.003645149283142676,0.02053115109359598
2168,Cytoplasm_Texture_InfoMeas2_ER_3_02_256,3.041625614236581,0.006198632899215136,0.03169831775113265
2169,Cytoplasm_Texture_InfoMeas2_ER_3_03_256,3.091235789244985,0.005396789554204337,0.02846571470050749
2170,Cytoplasm_Texture_InfoMeas2_ER_5_00_256,3.272546654241803,0.00369013188563762,0.02071037158169984
2179,Cytoplasm_Texture_InfoMeas2_Mito_3_01_256,2.8920972201704753,0.008245378353591725,0.04028797704860553
2181,Cytoplasm_Texture_InfoMeas2_Mito_3_03_256,2.8498401158493842,0.009083946215694205,0.043324897337263045
2182,Cytoplasm_Texture_InfoMeas2_Mito_5_00_256,3.0720948603005027,0.0054036610956895575,0.02846571470050749
2186,Cytoplasm_Texture_InfoMeas2_RNA_10_00_256,4.155019035282091,0.0004290736048282841,0.0034267807356844347
2187,Cytoplasm_Texture_InfoMeas2_RNA_10_01_256,3.002942291005928,0.00659631550243626,0.03341383929856918
2188,Cytoplasm_Texture_InfoMeas2_RNA_10_02_256,3.873433193182092,0.0008193511750387103,0.005798107265641248
2189,Cytoplasm_Texture_InfoMeas2_RNA_10_03_256,2.780948722800135,0.010825821943068567,0.04936993195293105
2190,Cytoplasm_Texture_InfoMeas2_RNA_3_00_256,6.517530174816179,2.1673386834565713e-06,4.321449635758074e-05
2191,Cytoplasm_Texture_InfoMeas2_RNA_3_01_256,6.758712535191269,1.1081702765037212e-06,2.467247030706398e-05
2192,Cytoplasm_Texture_InfoMeas2_RNA_3_02_256,5.585860160708884,1.4232122256762025e-05,0.0001958472800347427
2193,Cytoplasm_Texture_InfoMeas2_RNA_3_03_256,6.031457821123999,4.090458526386621e-06,7.341051043553175e-05
2194,Cytoplasm_Texture_InfoMeas2_RNA_5_00_256,6.820285585805243,7.938594475066701e-07,1.982548461498139e-05
2195,Cytoplasm_Texture_InfoMeas2_RNA_5_01_256,5.8404833737114,7.613891150354529e-06,0.00011860582914083624
2196,Cytoplasm_Texture_InfoMeas2_RNA_5_02_256,5.747296124461567,8.087572170743054e-06,0.00012557019949311583
2197,Cytoplasm_Texture_InfoMeas2_RNA_5_03_256,4.929044214064534,5.9092988828383584e-05,0.0006456456186804873
2498,Image_Granularity_10_AGP,5.888494900577811,1.545451617653034e-05,0.00020773304074945693
2499,Image_Granularity_10_DNA,-6.784829588944019,6.670544872277434e-07,1.7111397715842115e-05
2500,Image_Granularity_10_ER,10.734900567383832,3.343288417923133e-10,3.2875669442910815e-08
2501,Image_Granularity_10_Mito,6.143331353978121,9.011592650677725e-06,0.00013676757977877448
2502,Image_Granularity_10_RNA,13.488259497191008,4.368035761312858e-12,1.3744752528931125e-09
2503,Image_Granularity_11_AGP,6.558529836382917,1.8219323717648935e-06,3.738922084665346e-05
2504,Image_Granularity_11_DNA,-4.485563841771091,0.00017395936943475978,0.001591256247542764
2505,Image_Granularity_11_ER,8.402906878369722,2.0969995561843975e-08,9.799839510089462e-07
2506,Image_Granularity_11_Mito,6.032863453745257,5.169729937440578e-06,8.905520184204207e-05
2507,Image_Granularity_11_RNA,10.321908379609381,9.429294963857454e-10,8.09204949625585e-08
2508,Image_Granularity_12_AGP,7.2022085693724565,1.6494632545695798e-06,3.4448967086585915e-05
2510,Image_Granularity_12_ER,6.71036008980776,7.995275002905495e-07,1.9861946323007337e-05
2511,Image_Granularity_12_Mito,3.0875013810501986,0.005887734955742024,0.03043823547765866
2512,Image_Granularity_12_RNA,11.253868459845291,8.361587268063728e-11,1.2731190937180903e-08
2513,Image_Granularity_13_AGP,6.275312680078083,4.011949128913974e-06,7.227633545219068e-05
2515,Image_Granularity_13_ER,3.397172109526584,0.0025210083259243126,0.015062226959952855
2517,Image_Granularity_13_RNA,5.987467880078112,7.486002648792423e-06,0.0001169997764976829
2518,Image_Granularity_14_AGP,3.0271538837915606,0.007310272156088144,0.03662896451882807
2522,Image_Granularity_14_RNA,4.919738212707036,7.759784583725382e-05,0.0008175487329282098
2533,Image_Granularity_1_AGP,-5.703085062871248,1.299790672095652e-05,0.00018097380449237397
2535,Image_Granularity_1_ER,-4.10726874265418,0.0006718721084191664,0.004934621886283964
2536,Image_Granularity_1_Mito,-3.3864953069670136,0.0026860645695573775,0.01580826030961449
2537,Image_Granularity_1_RNA,-4.031521803075632,0.0006539159463703973,0.004875508026945611
2538,Image_Granularity_2_AGP,-5.989724375150142,4.2041412103068575e-06,7.488130759489949e-05
2540,Image_Granularity_2_ER,-4.668327806365874,0.00012579107082092493,0.0012238992298605612
2541,Image_Granularity_2_Mito,-2.852524469728319,0.009314564324135848,0.04426530291176772
2543,Image_Granularity_3_AGP,-2.913806371447993,0.007892381007592373,0.03884466981838999
2544,Image_Granularity_3_DNA,2.9697735658345312,0.009577101070493133,0.04518211772089919
2549,Image_Granularity_4_DNA,3.85474676741227,0.001338636543049933,0.008775506226660672
2554,Image_Granularity_5_DNA,5.079000207748825,6.274198455352379e-05,0.0006776708629122021
2557,Image_Granularity_5_RNA,3.227650978863491,0.004847483122641894,0.02583504913061996
2559,Image_Granularity_6_DNA,5.479231463994451,1.4322452793913257e-05,0.0001965173755443912
2560,Image_Granularity_6_ER,5.980290178017501,2.6607738001706917e-05,0.0003287657679792059
2561,Image_Granularity_6_Mito,5.8686691706412875,3.21398185552431e-05,0.0003811556371375564
2562,Image_Granularity_6_RNA,4.964603465193953,9.399380606425535e-05,0.000955020184788985
2564,Image_Granularity_7_DNA,5.514590522997407,2.129513386633744e-05,0.00027239304024149786
2565,Image_Granularity_7_ER,8.936657072754805,2.4864843361430402e-08,1.1166180906627038e-06
2566,Image_Granularity_7_Mito,7.873790544976599,5.059796000253995e-07,1.3725423632872905e-05
2567,Image_Granularity_7_RNA,8.27630434464834,2.4270138482038075e-08,1.1014909003386512e-06
2568,Image_Granularity_8_AGP,3.406343798420383,0.006266246300662415,0.03200939668736645
2570,Image_Granularity_8_ER,10.231535870372145,5.050888375695877e-10,4.768038626656908e-08
2571,Image_Granularity_8_Mito,6.174184384054727,6.141671966540008e-06,0.00010243353951261073
2572,Image_Granularity_8_RNA,9.705515259359442,1.5190111022338555e-09,1.2152088817870842e-07
2573,Image_Granularity_9_AGP,4.407833653443177,0.0008191478283708877,0.005798107265641248
2574,Image_Granularity_9_DNA,-7.147903263673099,2.850474491849143e-07,8.851473422057865e-06
2575,Image_Granularity_9_ER,12.065023357470915,2.0311990676199866e-11,5.0459261048243876e-09
2576,Image_Granularity_9_Mito,5.92463970012204,1.0173117203331693e-05,0.00015147354321679997
2577,Image_Granularity_9_RNA,10.766035078463846,1.9833681203940035e-10,2.1770924484324875e-08
2580,Image_ImageQuality_Correlation_OrigAGP_5,3.497542047546411,0.0022704186346551017,0.013827581878157521
2581,Image_ImageQuality_Correlation_OrigAGP_50,-3.6547957046020483,0.001702261496129183,0.01075592270646552
2583,Image_ImageQuality_Correlation_OrigDNA_20,-4.759357607256848,0.00012687070317731866,0.0012296298131354087
2588,Image_ImageQuality_Correlation_OrigER_5,4.8220603900204635,0.00019852177092336373,0.0017780318003003353
2589,Image_ImageQuality_Correlation_OrigER_50,-5.010434521353749,0.00014314859612561768,0.0013490396853402733
2590,Image_ImageQuality_Correlation_OrigMito_10,2.866345079454116,0.00952071692438293,0.04498276664973717
2592,Image_ImageQuality_Correlation_OrigMito_5,4.118191271805939,0.00046963332181810635,0.003676068456022325
2593,Image_ImageQuality_Correlation_OrigMito_50,-7.66758548058172,8.95586918222638e-08,3.3548970269927394e-06
2596,Image_ImageQuality_Correlation_OrigRNA_5,5.100775711196563,0.00015935567620462183,0.0014777186477127997
2597,Image_ImageQuality_Correlation_OrigRNA_50,-5.089039830836784,0.00012158895943789429,0.0011970486204227998
2602,Image_ImageQuality_FocusScore_OrigRNA,3.407758596005855,0.0024338420547270153,0.01461543829301719
2615,Image_ImageQuality_LocalFocusScore_OrigMito_10,3.8084157165436237,0.0009108521055407678,0.00635979576649767
2624,Image_ImageQuality_MADIntensity_OrigDNA,-2.984486492310545,0.008388232065622581,0.04075984070305031
2640,Image_ImageQuality_MedianIntensity_OrigER,-4.000494307188504,0.0005878133722936094,0.004425006566548383
2642,Image_ImageQuality_MedianIntensity_OrigRNA,-3.5057718390386206,0.002259511120786802,0.013796756132100524
2651,Image_ImageQuality_PercentMaximal_OrigMito,3.1623073705575253,0.005667500939248922,0.029532016112581713
2658,Image_ImageQuality_PowerLogLogSlope_OrigAGP,-8.06475600221406,8.456961878813689e-08,3.2416965778181686e-06
2660,Image_ImageQuality_PowerLogLogSlope_OrigER,-5.635113789202955,9.307825441852542e-05,0.0009488755094069979
2661,Image_ImageQuality_PowerLogLogSlope_OrigMito,-3.3439035228514298,0.00306743073782404,0.01769960034539055
2662,Image_ImageQuality_PowerLogLogSlope_OrigRNA,-5.717884670262636,6.0318149784432884e-05,0.0006559946243836941
2689,Image_Intensity_LowerQuartileIntensity_ER,-3.4006755809627496,0.003850174220408639,0.02140497328660633
2697,Image_Intensity_MADIntensity_DNA,-3.1777374082577556,0.0059083664931246895,0.03044485791217089
2729,Image_Intensity_MedianIntensity_ER,-3.0187962150113767,0.006585523118367016,0.03341383929856918
2733,Image_Intensity_MedianIntensity_RNA,-2.914619115132859,0.007836192273340736,0.03868160382651946
2746,Image_Intensity_PercentMaximal_AGP__BackgroundOnly,-4.324670119448905,0.00028606571385081874,0.0023982773878789775
2748,Image_Intensity_PercentMaximal_DNA_BackgroundOnly,-4.490128944720473,0.00020812971867896574,0.0018487813563270257
2750,Image_Intensity_PercentMaximal_ER__BackgroundOnly,-4.378228000986112,0.0002483979704751248,0.0021317062193501623
2752,Image_Intensity_PercentMaximal_Mito_BackgroundOnly,-4.44908377777945,0.0001848611606039326,0.0016683454647238277
2754,Image_Intensity_PercentMaximal_RNA_BackgroundOnly,-4.360360077209245,0.0002601940023828069,0.002211894234169214
2766,Image_Intensity_TotalArea_AGP__BackgroundOnly,3.2745530395905846,0.003960832812503004,0.02178919682402585
2768,Image_Intensity_TotalArea_DNA_BackgroundOnly,3.2745530395905846,0.003960832812503004,0.02178919682402585
2770,Image_Intensity_TotalArea_ER__BackgroundOnly,3.2745530395905846,0.003960832812503004,0.02178919682402585
2772,Image_Intensity_TotalArea_Mito_BackgroundOnly,3.2745530395905846,0.003960832812503004,0.02178919682402585
2774,Image_Intensity_TotalArea_RNA_BackgroundOnly,3.2745530395905846,0.003960832812503004,0.02178919682402585
2776,Image_Intensity_TotalIntensity_AGP__BackgroundOnly,4.005335997736321,0.000917238368509181,0.0063949262915263426
2778,Image_Intensity_TotalIntensity_DNA_BackgroundOnly,3.1035496240487226,0.005559552796053297,0.029124405324496738
2784,Image_Intensity_TotalIntensity_RNA_BackgroundOnly,4.682198823613709,0.00010329307052416865,0.0010351237640638558
2915,Image_Texture_Correlation_AGP_10_00_256,3.040862205675369,0.0065978174208191675,0.03341383929856918
2917,Image_Texture_Correlation_AGP_10_02_256,3.879468251025545,0.0007735328467110449,0.005565663165359957
2919,Image_Texture_Correlation_AGP_3_00_256,9.609636451739672,1.6275227806144181e-09,1.2803179207500088e-07
2920,Image_Texture_Correlation_AGP_3_01_256,9.541910367869827,1.8969584149555036e-09,1.4212132886650756e-07
2921,Image_Texture_Correlation_AGP_3_02_256,8.941456921206555,6.441611408664822e-09,3.800550731112245e-07
2922,Image_Texture_Correlation_AGP_3_03_256,9.325139773250797,2.9854738887041374e-09,1.9689581912579077e-07
2923,Image_Texture_Correlation_AGP_5_00_256,8.76366271965027,1.0119416184484411e-08,5.609391568123547e-07
2924,Image_Texture_Correlation_AGP_5_01_256,6.684553132377748,8.100999560609729e-07,2.0019224045066973e-05
2925,Image_Texture_Correlation_AGP_5_02_256,8.637287712543966,1.2540806007436717e-08,6.297085569691628e-07
2926,Image_Texture_Correlation_AGP_5_03_256,6.848885290501792,5.530729931439224e-07,1.466575577325457e-05
2927,Image_Texture_Correlation_DNA_10_00_256,-3.4108336873004794,0.0023948332927056946,0.014417873905064897
2928,Image_Texture_Correlation_DNA_10_01_256,-4.368442766757039,0.00025388339477808755,0.0021708869988271255
2929,Image_Texture_Correlation_DNA_10_02_256,-4.643081753883563,0.00012867986001668537,0.001239528447507663
2930,Image_Texture_Correlation_DNA_10_03_256,-5.08171954237595,6.886837975030671e-05,0.0007370946766926252
2938,Image_Texture_Correlation_DNA_5_03_256,-3.2478099351608933,0.003573109212704514,0.020221913050318112
2943,Image_Texture_Correlation_ER_3_00_256,6.31027013851638,2.9999000626130976e-06,5.618860434735643e-05
2944,Image_Texture_Correlation_ER_3_01_256,5.864100159625408,4.2809924473359664e-05,0.00048110200836728003
2945,Image_Texture_Correlation_ER_3_02_256,7.544977206672108,2.0803209317988096e-07,6.914869576119987e-06
2946,Image_Texture_Correlation_ER_3_03_256,6.904110222907898,6.177387874885003e-06,0.00010261983432345862
2947,Image_Texture_Correlation_ER_5_00_256,5.1649769863401005,0.00017744741162333615,0.001610676505504128
2948,Image_Texture_Correlation_ER_5_01_256,3.435334277697531,0.00462222461384838,0.024791932019732222
2949,Image_Texture_Correlation_ER_5_02_256,6.039383408709165,3.713535753224097e-05,0.0004306606573763572
2950,Image_Texture_Correlation_ER_5_03_256,4.225849109326107,0.0008437528508982589,0.005952934912167088
2951,Image_Texture_Correlation_Mito_10_00_256,3.2922605051808334,0.003299819200168299,0.018904031331389178
2955,Image_Texture_Correlation_Mito_3_00_256,4.904272634693216,5.9578377195081977e-05,0.0006494455897477758
2956,Image_Texture_Correlation_Mito_3_01_256,4.250049426757842,0.0003121842086014413,0.00259878212451288
2957,Image_Texture_Correlation_Mito_3_02_256,4.096584376037074,0.00044992139146429397,0.0035452904302361726
2958,Image_Texture_Correlation_Mito_3_03_256,4.236939770165639,0.00031930369246580253,0.0026440586463834874
2959,Image_Texture_Correlation_Mito_5_00_256,4.397869354248062,0.00021333611305848242,0.0018821429039925924
2960,Image_Texture_Correlation_Mito_5_01_256,3.616189623994137,0.0015397449117113815,0.00991486491579498
2961,Image_Texture_Correlation_Mito_5_02_256,3.735435712037778,0.001128890321669486,0.0076337569029799055
2962,Image_Texture_Correlation_Mito_5_03_256,3.5439130704214463,0.0017990365197280342,0.011306860683244102
2967,Image_Texture_Correlation_RNA_3_00_256,8.644296506939773,1.703200088721409e-08,8.203167774250051e-07
2968,Image_Texture_Correlation_RNA_3_01_256,7.214044677153719,8.381232664358489e-07,2.0500019634742983e-05
2969,Image_Texture_Correlation_RNA_3_02_256,9.80518326303622,1.3496327144242496e-09,1.1175905986109575e-07
2970,Image_Texture_Correlation_RNA_3_03_256,9.171459625283308,1.3307731991953155e-08,6.611841579159884e-07
2971,Image_Texture_Correlation_RNA_5_00_256,6.218011668985669,1.1762429122089112e-05,0.00017131712733860463
2972,Image_Texture_Correlation_RNA_5_01_256,3.6112629054780934,0.0021490150076771595,0.013207488068015878
2973,Image_Texture_Correlation_RNA_5_02_256,7.154918604864419,5.788746926984415e-07,1.5103384193528053e-05
2974,Image_Texture_Correlation_RNA_5_03_256,4.6922757001857915,0.00016807838605212907,0.001546452206951363
3215,Image_Texture_InfoMeas2_AGP_10_00_256,4.479681413835195,0.0001748731286558954,0.001596520632989993
3217,Image_Texture_InfoMeas2_AGP_10_02_256,5.119414934308184,3.497067479305151e-05,0.0004126539625580079
3219,Image_Texture_InfoMeas2_AGP_3_00_256,3.965931460367319,0.0008849035128548479,0.006196950416431576
3220,Image_Texture_InfoMeas2_AGP_3_01_256,5.316786243941459,3.0112939795096503e-05,0.0003635117028973286
3221,Image_Texture_InfoMeas2_AGP_3_02_256,4.22279877995182,0.00042392720482022024,0.003391417638561762
3222,Image_Texture_InfoMeas2_AGP_3_03_256,5.446691351263152,2.440965253075725e-05,0.000304797777632736
3223,Image_Texture_InfoMeas2_AGP_5_00_256,5.755686123329271,1.3502563053727426e-05,0.0001867272818224716
3224,Image_Texture_InfoMeas2_AGP_5_01_256,6.832961196746617,5.77036918710349e-07,1.5103384193528053e-05
3225,Image_Texture_InfoMeas2_AGP_5_02_256,6.285170615305541,2.1698804315141177e-06,4.321449635758074e-05
3226,Image_Texture_InfoMeas2_AGP_5_03_256,6.984540112450247,4.313161233003958e-07,1.2114497717997428e-05
3250,Image_Texture_InfoMeas2_ER_5_03_256,3.1025160556081004,0.005486629117354954,0.028806328625044918
3271,Image_Texture_InfoMeas2_RNA_5_00_256,2.8718212589316403,0.00925338879973625,0.04402822090197087
3272,Image_Texture_InfoMeas2_RNA_5_01_256,3.05870853201678,0.008666485117652603,0.041696369688228783
3273,Image_Texture_InfoMeas2_RNA_5_02_256,2.893903786627178,0.00886778799693501,0.042396938387979984
3274,Image_Texture_InfoMeas2_RNA_5_03_256,3.4914934362926555,0.003628002720641867,0.02048346033663829
3581,Image_Threshold_SumOfEntropies_CellsIncludingEdges,-11.505300334778505,7.716446093305636e-11,1.2140541853467533e-08
3583,Image_Threshold_SumOfEntropies_mito_bw,-2.8459497814097383,0.009943422110157765,0.046560468611056206
3584,Image_Threshold_WeightedVariance_CellsIncludingEdges,3.502610368801917,0.002316897753243054,0.014037567412365162
3587,Nuclei_AreaShape_Area,-11.044714243849727,1.7623492425344788e-10,2.0186048993610204e-08
3588,Nuclei_AreaShape_BoundingBoxArea,-12.815250016178403,3.556605469838127e-11,6.714871127054385e-09
3595,Nuclei_AreaShape_Compactness,-12.581246339353289,1.2077309338706472e-11,3.353229416393797e-09
3596,Nuclei_AreaShape_Eccentricity,-13.337196991324939,8.67339822919987e-09,4.992492639246755e-07
3597,Nuclei_AreaShape_EquivalentDiameter,-10.936606103911714,1.549985832129711e-10,1.828983281913059e-08
3599,Nuclei_AreaShape_Extent,10.540253525749934,2.818850250698365e-10,2.8923854746296263e-08
3600,Nuclei_AreaShape_FormFactor,13.227852179084392,3.3585116384665494e-12,1.2193980718124702e-09
3601,Nuclei_AreaShape_MajorAxisLength,-16.10114134569123,3.984155026065318e-12,1.3432294087877358e-09
3602,Nuclei_AreaShape_MaxFeretDiameter,-15.627260358408364,5.69445190166507e-12,1.6798633109911957e-09
3603,Nuclei_AreaShape_MaximumRadius,-4.212024692467872,0.0005396133601257566,0.004127998476164621
3604,Nuclei_AreaShape_MeanRadius,-6.5190743407902625,2.3117819349099247e-06,4.559116559076152e-05
3605,Nuclei_AreaShape_MedianRadius,-7.52189114328443,1.9627557719535772e-07,6.617290888300632e-06
3606,Nuclei_AreaShape_MinFeretDiameter,-4.20735425214125,0.0005142449662577493,0.003979075804486192
3607,Nuclei_AreaShape_MinorAxisLength,-3.9165294409844202,0.0010348430573911649,0.007027998893361581
3609,Nuclei_AreaShape_Perimeter,-12.778021526461616,2.6482314330507374e-11,5.4346314626084696e-09
3611,Nuclei_AreaShape_Zernike_0_0,14.223736035960652,2.307770702765839e-10,2.420595048234391e-08
3613,Nuclei_AreaShape_Zernike_2_0,-12.150042676355302,1.712851095780096e-09,1.3253536347675496e-07
3614,Nuclei_AreaShape_Zernike_2_2,-9.308492270449728,2.599935981766972e-07,8.269812756631043e-06
3615,Nuclei_AreaShape_Zernike_3_1,-6.146212720429519,2.8659161474514903e-06,5.410849686388414e-05
3617,Nuclei_AreaShape_Zernike_4_0,12.040538454769456,5.7933499635644e-08,2.3371463100875185e-06
3618,Nuclei_AreaShape_Zernike_4_2,-13.0477800477049,4.94172447426086e-11,8.638866488337504e-09
3619,Nuclei_AreaShape_Zernike_4_4,-13.685770548710058,5.934642718797869e-10,5.492453653475675e-08
3623,Nuclei_AreaShape_Zernike_6_0,2.891374063180611,0.008326029114227047,0.04063997664855394
3624,Nuclei_AreaShape_Zernike_6_2,3.114465878544054,0.005056274815656152,0.02681530014595173
3625,Nuclei_AreaShape_Zernike_6_4,11.2050219309708,8.697841686260829e-11,1.2758436154359465e-08
3626,Nuclei_AreaShape_Zernike_6_6,-11.729534307537328,2.059177843070079e-09,1.4830212612970754e-07
3627,Nuclei_AreaShape_Zernike_7_1,-3.5620184989038592,0.0016623260880706905,0.010574365411986064
3628,Nuclei_AreaShape_Zernike_7_3,-3.8317061651402398,0.0009892490291286274,0.006796587216138459
3633,Nuclei_AreaShape_Zernike_8_4,-9.843786743964447,5.008029303164879e-09,3.0304997834536194e-07
3634,Nuclei_AreaShape_Zernike_8_6,6.8620605803349966,5.791763853874105e-07,1.5103384193528053e-05
3635,Nuclei_AreaShape_Zernike_8_8,-10.03682148436554,2.073716170457775e-09,1.4830212612970754e-07
3642,Nuclei_Correlation_Correlation_AGP_DNA,3.677813431283744,0.0025433229589427223,0.015176339274601327
3643,Nuclei_Correlation_Correlation_AGP_ER,11.972464998474274,2.6305668132998795e-11,5.4346314626084696e-09
3644,Nuclei_Correlation_Correlation_AGP_Mito,4.0161966542153795,0.0005418773518508337,0.004138610195365591
3645,Nuclei_Correlation_Correlation_AGP_RNA,7.553664018322104,1.1321081972353431e-07,4.142287357326217e-06
3696,Nuclei_Correlation_Overlap_DNA_ER,-4.579930946600827,0.00015828849905629222,0.001470712038475786
3697,Nuclei_Correlation_Overlap_DNA_Mito,-3.7874285580853555,0.0010786866668063117,0.007304736108071437
3698,Nuclei_Correlation_Overlap_DNA_RNA,-4.087734793299056,0.0006722376849323282,0.004934621886283964
3700,Nuclei_Correlation_Overlap_ER_RNA,-3.1500569246019956,0.004849545239349425,0.02583504913061996
3702,Nuclei_Correlation_RWC_AGP_DNA,3.746902829946345,0.003355783598219145,0.019152718964443004
3703,Nuclei_Correlation_RWC_AGP_ER,16.090920217598423,1.4044938448363245e-13,1.104868491271242e-10
3704,Nuclei_Correlation_RWC_AGP_Mito,4.577638274439013,0.0002597114011909411,0.002211894234169214
3705,Nuclei_Correlation_RWC_AGP_RNA,12.4242723373808,2.4511915831721093e-11,5.4346314626084696e-09
3706,Nuclei_Correlation_RWC_DNA_AGP,4.7180454258640365,0.00040681586033496526,0.0032711598991159046
3710,Nuclei_Correlation_RWC_ER_AGP,14.241651980703699,3.319893834116783e-12,1.2193980718124702e-09
3714,Nuclei_Correlation_RWC_Mito_AGP,4.4996247829282945,0.00020244719879022955,0.0018097552619126581
3718,Nuclei_Correlation_RWC_RNA_AGP,11.679404985057996,4.603311483641367e-11,8.356780847225867e-09
3719,Nuclei_Correlation_RWC_RNA_DNA,-2.9011239554504455,0.008193655853966631,0.04011831496962915
3722,Nuclei_Granularity_10_AGP,5.496264214050318,1.5561452262289504e-05,0.00020792198343296363
3723,Nuclei_Granularity_10_DNA,-6.200712673921719,2.5556358948586412e-06,4.903496513712515e-05
3724,Nuclei_Granularity_10_ER,6.062232796777784,1.1796200505306462e-05,0.00017131712733860463
3725,Nuclei_Granularity_10_Mito,5.631446680267941,1.4879532130187788e-05,0.0002029809007355097
3726,Nuclei_Granularity_10_RNA,7.1256499964602265,2.1032868933590514e-06,4.260735680967692e-05
3727,Nuclei_Granularity_11_AGP,5.425410106123483,1.7715579349131578e-05,0.0002309876644417156
3728,Nuclei_Granularity_11_DNA,-5.255073407403712,2.4848010076754298e-05,0.0003086384409533692
3729,Nuclei_Granularity_11_ER,4.055638408561004,0.0007407647611568707,0.005379091804092969
3730,Nuclei_Granularity_11_Mito,4.5702789464154545,0.00013585782558876372,0.0012980747708076208
3731,Nuclei_Granularity_11_RNA,6.117125872975438,8.184448001939137e-06,0.0001262437731018063
3732,Nuclei_Granularity_12_AGP,5.313268104221252,3.178003143401636e-05,0.00037879229385999295
3733,Nuclei_Granularity_12_DNA,-2.945094053074294,0.007800167696205664,0.038592024660472464
3736,Nuclei_Granularity_12_RNA,5.222145722798419,3.575801436126751e-05,0.00041930164952628347
3737,Nuclei_Granularity_13_AGP,4.1966848779881145,0.0003664779075539869,0.002983447222012071
3741,Nuclei_Granularity_13_RNA,3.414403519249212,0.0023744290207741996,0.014331592043547598
3757,Nuclei_Granularity_1_AGP,-2.8105777709037354,0.009954660680952987,0.04656689634697532
3760,Nuclei_Granularity_1_Mito,-3.7697834921471305,0.0009962688925020705,0.006824948000885012
